//ID	File	Name	Image Name	Flag	ObjTypeID	Dummy	Dummy 2	1?	2?	3?	4?
306	pojia.par	ÆÆ¼×³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
307	steel.par	¸ÖÌúÒâÖ¾ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
308	toil.par	²¶ÓãÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
309	toilh.par	´òÀÌ³Á´¬	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
310	iron.par	´òÀÌÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
311	01050038.par	ÊØ»¤ÌìÊ¹ÊÍ·Å	º£ÀË	0	0	10	-1	0	1.0	0.0	-1.0
312	01050041.par	Å®ÉñË¼ÄîÌåÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
313	01050042.par	Å®ÉñË¼ÄîÌåÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
314	01050045.par	Å®ÉñË¼ÄîÌåÃüÖĞ	º£ÀË	0	0	-2	-1	0	1.0	0.0	-1.0
315	cannon04.par	ÆÕÍ¨ÅÚµ¯2	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
316	cannon02.par	ÆÕÍ¨ÅÚµ¯1	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
317	cxsw1.par	ËÀÍö³°Ğ¦ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
318	cxsw2.par	ËÀÍö³°Ğ¦ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
319	cxsw3.par	ËÀÍö³°Ğ¦³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
320	xn.par	ÑªÅ­ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
321	xncx.par	ÑªÅ­³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
322	xnjz.par	ÑªÅ­ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
323	nbjz.par	Äà°ÍÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
324	nbcx.par	Äà°Í³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
325	dzsf.par	µØÕğÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
326	dzmz.par	µØÕğÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
327	bwsf.par	±ùÎÇÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
328	bwsj.par	±ùÎÇÊÜ»÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
329	bwcx.par	±ùÎÇ³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
330	frsf.par	·çÈĞÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
331	frsfb.par	·çÈĞÊÍ·Åb	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
332	frsj.par	·çÈĞÊÜ»÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
333	mosterlight.par	¾ŞÈËÊ×Áìµ¶¹â	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
334	stars.par	¼ô·¢³É¹¦	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
335	starsb.par	¼ô·¢Ê§°Ü	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
336	cfsf.par	³°·íÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
337	cfsj.par	³°·íÊÜ»÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
338	pxsf.par	ÅØÏøÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
339	sgfire.par	ÉÏ¹ÅBOSSÂÌ»ğÊÍ·	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
340	sgbjg.par	ÉÏ¹ÅBOSS¼¤¹âÊÍ·	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
341	sgfiremz.par	ÉÏ¹ÅBOSSÂÌ»ğÃüÖ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
342	pkkp.par	PKÅÚËş¿ªÅÚ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
343	mfbda.par	Ä§·¨±©¶¯³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
344	mfbdb.par	Ä§·¨±©¶¯ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
345	jlcg.par	¾«Á¶³É¹¦	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
346	jlsb.par	¾«Á¶Ê§°Ü	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
347	corpse.par	½©Ê¬ÆÕÍ¨¹¥»÷	º£ÀË	0	0	-2	-1	0	1.0	0.0	-1.0
348	corpse2jq.par	½©Ê¬¹¥»÷¾ÛÆø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
349	corpse2.par	½©Ê¬¹¥»÷ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
350	hdrmf.par	ºüµÀÊ¿Ä§·¨ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
351	hdrmffx.par	ºüµÀÊ¿Ä§·¨·ÉĞĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
352	hymf.par	ºüÑıÄ§·¨ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
353	hymffx.par	ºüÑıÄ§·¨·ÉĞĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
354	ilui.par	i	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
355	ilul.par	love	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
356	iluu.par	u	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
357	iluwo.par	ÎÒ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
358	iluai.par	°®	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
359	iluni.par	Äã	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
360	denglong.par	µÆÁı	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
361	yanhua.par	ÑÌ»ğa1	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
362	yanhuaa.par	ÑÌ»ğa2	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
363	yanhuae.par	ÑÌ»ğa3	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
364	yanhuared.par	ÑÌ»ğb1	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
365	yanhuaared.par	ÑÌ»ğb2	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
366	yanhuaered.par	ÑÌ»ğb3	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
367	yanhuablue.par	ÑÌ»ğc1	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
368	yanhuaablue.par	ÑÌ»ğc2	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
369	yanhuaeblue.par	ÑÌ»ğc3	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
370	ilu.par	ºÃ°®Äã°¡	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
371	mh.par	ºüÑıÄ§·¨÷È»ó	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
372	hxsf.par	ºüÏÉÄ§·¨ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
373	hxhl.par	ºüÏÉºùÂ«ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
374	tt.par	Í¼ÌÚ¹¥»÷ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
375	qzmf.par	Çõ³¤Ä§·¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
376	icedragonhit01.par	±ùÁú1ÊÜ»÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
377	icedragonhit02.par	±ùÁú2ÊÜ»÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
378	xr2.par	Ğ·ÈŞ³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
379	kj.par	ºÚÁú¿Ö¾å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
380	bhsd.par	±ùºÓÊ±´ú	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
381	hlsw.par	ºüÀêËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
382	hfjd.par	»ùµØºìËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
383	lfjd.par	»ùµØÀ¶ËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
384	pkpt.par	PKÅÚÌ¨ºìËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
385	pkptb.par	PKÅÚÌ¨À¶ËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
386	zp.par	ÕÊÅñºìËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
387	zpb.par	ÕÊÅñÀ¶ËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
388	xmb.par	Ğ¡Âô²¿ºìËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
389	xmbb.par	Ğ¡Âô²¿À¶ËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
390	slbz.par	Ë®À×±¬Õ¨	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
391	ptbz.par	ÅÚÌ¨ËÀÍö	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
392	01050021.par	Ìú½³»ğĞÇ	º£ÀË	0	0	6	-1	0	1.0	0.0	-1.0
393	01060003.par	Ğ¡±ùÁúËÀÍö	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
394	01060004.par	ÊØÎÀËÀÍö	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
395	01060002.par	±ùÁúËÀÍö	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
396	01060005.par	Ê³ÈË»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
397	01060001.par	»ğÁé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
398	ghost.par	npcËÀÍö	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
399	born.par	npc³öÉú	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
400	03000001.par	À×öª·¨ÕÊ	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
401	03000002.par	ÉúÃüÖ®¹â	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
402	03000003.par	Ä§·¨°ô	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
403	redstone01.par	ºì±¦Ê¯1	º£ÀË	3	0	4,5	-1	0	0.0	0.0	-1.0
404	redstone02.par	ºì±¦Ê¯2	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
405	redstone03.par	ºì±¦Ê¯3	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
406	bluestone01.par	À¶±¦Ê¯1	º£ÀË	3	0	4,5	-1	0	0.0	0.0	-1.0
407	bluestone02.par	À¶±¦Ê¯2	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
408	bluestone03.par	À¶±¦Ê¯3	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
409	yellowstone01.par	»Æ±¦Ê¯1	º£ÀË	3	0	4,5	-1	0	0.0	0.0	-1.0
410	yellowstone02.par	»Æ±¦Ê¯2	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
411	yellowstone03.par	»Æ±¦Ê¯3	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
412	refinestone.par	¾«Á¶Ê¯	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
413	jinbi.par	½ğ±Ò	º£ÀË	3	0	4	-1	0	0.0	0.0	-1.0
414	zhaohuan2.par	ÕÙ»½³èÎï	º£ÀË	0	0	2	-1	0	1.0	0.0	-1.0
415	jst.par	¼õËÙËş	º£ÀË	0	0	10	-1	0	1.0	0.0	-1.0
416	xmt.par	ÎüÄ§Ëş	º£ÀË	0	0	10	-1	0	1.0	0.0	-1.0
417	szz.par	Ë«×ÓÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
418	szgj.par	Ë«×Ó¹¥»÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
419	jiaxue.par	Ë«×Ó¼ÓÑª	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
450	01050009.par	»úÆ÷ÈËºÚÑÌ	º£ÀË	1	0	16,17	-1	0	0.0	0.0	-1.0
451	01050006.par	°ëÊŞÈËÑÌ	º£ÀË	1	0	5	-1	0	0.0	0.0	-1.0
452	01050001.par	±¼±¼ÍÕ³¾	º£ÀË	1	0	4,5	-1	0	0.0	0.0	-1.0
453	01050001.par	É³Æï±ø³¾	º£ÀË	1	0	5,6	-1	0	0.0	0.0	-1.0
454	01050007.par	Ë®¾«Áé	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
455	01050010.par	Ç§ÄêÅ®Ê¬	º£ÀË	1	0	6,9	-1	0	0.0	0.0	-1.0
456	01050005.par	ÄÏ¹ÏÈË»ğ	º£ÀË	1	0	7,8	-1	0	0.0	0.0	-1.0
457	01050005_1.par	ÄÏ¹ÏÈË»ğ	º£ÀË	1	0	10	-1	0	0.0	0.0	-1.0
458	01050003.par	×çÖäÄ¾Ê¬	º£ÀË	1	0	6	0	0	0.0	0.0	-1.0
459	01050001.par	É³·Ë	º£ÀË	1	0	4,5	-1	0	0.0	0.0	-1.0
460	01050011.par	ÕÂÓã	º£ÀË	1	0	2	-1	0	0.0	0.0	-1.0
461	01050012.par	´äÄñ	º£ÀË	1	0	2	-1	0	0.0	0.0	-1.0
462	01050013.par	»ğÁé	º£ÀË	1	0	10	-1	0	0.0	0.0	-1.0
463	01050014.par	¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
464	01050016.par	·¨Íõ»ğÇò	º£ÀË	1	0	4,5,17,9	-1	0	0.0	0.0	-1.0
465	01050017.par	±ùÁú	º£ÀË	1	0	1,2,3,4,6,7,9	-1	0	0.0	0.0	-1.0
466	01050019.par	÷úÊóµÆ¹â	º£ÀË	1	0	10	-1	0	0.0	0.0	-1.0
467	01050015.par	¾«Áé»¨	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
468	zone.par	zone	º£ÀË	0	0	0	-1	0	0.0	0.0	-1.0
469	01050020.par	ÉµĞ·Ğ¡±ø	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
470	01050018.par	Ğ¡±ùÁú	º£ÀË	1	0	1,2,3	-1	0	0.0	0.0	-1.0
471	01050031.par	°¢Å¬±ÈË¹	º£ÀË	1	0	10	-1	0	0.0	0.0	-1.0
472	01050029.par	ÃÎ÷Ê	º£ÀË	1	0	5,8,12,15,4,7,16,17	-1	0	0.0	0.0	-1.0
473	01050022.par	Ñ©µØ¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
474	01050023.par	³ÈÉ«¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
475	01050024.par	ºìÉ«¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
476	01050025.par	»ÆÉ«¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
477	01050026.par	À¶É«¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
478	01050027.par	×ÏÉ«¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
479	01050028.par	Ç§Äê¾«Áé²İ	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
480	shuimu01.par	±©·çË®Ä¸	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
481	shuimu02.par	ÉÁµçË®Ä¸	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
482	01050030.par	°µÓ°ÁÔÊÖ	º£ÀË	1	0	4,5	-1	0	0.0	0.0	-1.0
483	01050032.par	Ê³ÈËÖ©Öë	º£ÀË	1	0	4	-1	0	0.0	0.0	-1.0
484	01050035.par	Ñ©Å®	º£ÀË	1	0	3	-1	0	0.0	0.0	-1.0
485	01050033.par	Ñ©Å®	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
486	01050034.par	ÄÏ¹Ï½«¾ü	º£ÀË	1	0	4	-1	0	0.0	0.0	-1.0
487	01050034.par	Äà½¬¹Ö	º£ÀË	1	0	7,8	-1	0	0.0	0.0	-1.0
488	01050036.par	ÊØ»¤ÌìÊ¹	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
489	01050037.par	¿Ö²ÀÅ¬±È	º£ÀË	1	0	13	-1	0	0.0	0.0	-1.0
490	01050043.par	Å®ÉñË¼ÄîÌå	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
491	shiphurt01.par	´¬Ö»HP²»×ã1	º£ÀË	1	0	4	-1	0	0.0	0.0	-1.0
492	shiphurt02.par	´¬Ö»HP²»×ã2	º£ÀË	1	0	4	-1	0	0.0	0.0	-1.0
493	shiphurt03.par	´¬Ö»HP²»×ã3	º£ÀË	1	0	4	-1	0	0.0	0.0	-1.0
494	seazone.par	º£ÉÏ´«ËÍÃÅ	º£ÀË	0	0	4	-1	0	0.0	0.0	-1.0
495	pkhp1.par	PK½¨ÖşHP²»×ã1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
496	pkhp2.par	PK½¨ÖşHP²»×ã2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
497	pkhp3.par	PK½¨ÖşHP²»×ã3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
498	vipwings01.par	ºÚÉ«³á°ò	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
499	vipwings02.par	ºÚÉ«³á°ò	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
500	vipwings03.par	ºÚÉ«³á°ò	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
501	anwing1.par	ÌìÊ¹³á°ò	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
502	anwing2.par	ÌìÊ¹³á°ò	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
503	anwing3.par	ÌìÊ¹³á°ò	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
504	rozen.par	Ãµ¹å	º£ÀË	1	0	25	-1	0	0.0	0.0	-1.0
505	elf.par	¹âÖ®¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
506	ballelf.par	»ÆÉ«Çò¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
507	ballelf2.par	ÂÌÉ«Çò¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
508	elfgreen.par	ÂÌ¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
509	elfgreen2.par	ºì¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
510	xdelf.par	ÏÌµ°ÂÌ¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
511	xdelf2.par	ÏÌµ°À¼¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
512	eggelf.par	°ü²ËÂÌ¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
513	eggelf2.par	»Æ°ü²Ë¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
514	gelf.par	ÓÄÁé¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
515	gelf2.par	ÓÄÁé¾«Áé2	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
516	zzshjl1.par	ğĞğÄ¾«Áé1	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
517	zzshjl2.par	ğĞğÄ¾«Áé2	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
518	fjlxiao.par	Ğ¡²»µã¾«Áé	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
519	ejl1.par	Öø¶ş	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
520	ejl2.par	ÂùÁ¦	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
521	ejl3.par	ÊÈÑª	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
522	ejl4.par	·´»÷	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
523	ejl5.par	¾£¼¬	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
524	ejl6.par	ÆÆ¼×	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
525	ejl7.par	ÕĞ¼Ü	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
526	fjlxiao1.par	Ğ¡²»µã¾«Áé2	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
527	futi1.par	ĞÂ¾«ÁéÌØĞ§1	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
528	futi2.par	ĞÂ¾«ÁéÌØĞ§2	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
529	futi3.par	ĞÂ¾«ÁéÌØĞ§3	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
530	futi4.par	ĞÂ¾«ÁéÌØĞ§4	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
531	futi5.par	ĞÂ¾«ÁéÌØĞ§5	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
532	futi6.par	ĞÂ¾«ÁéÌØĞ§6	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
533	futi7.par	ĞÂ¾«ÁéÌØĞ§7	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
534	futi8.par	ĞÂ¾«ÁéÌØĞ§8	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
535	ragetest.par	ÒõÓ°Ô²	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
536	zhizhen.par	ÒõÓ°Õë	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
537	chigirl1a.par	×ªÉú·Æ1	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
538	chigirl1b.par	×ªÉú·Æ2	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
539	chigirl1c.par	×ªÉú·Æ3	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
540	chigirl2a.par	×ªÉú°¬1	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
541	chigirl2b.par	×ªÉú°¬2	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
542	chigirl2c.par	×ªÉú°¬3	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
543	chiman1a.par	×ªÉúÀ¶1	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
544	chiman1b.par	×ªÉúÀ¶2	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
545	chiman1c.par	×ªÉúÀ¶3	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
546	chiman2a.par	×ªÉú¿¨1	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
547	chiman2b.par	×ªÉú¿¨2	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
548	chiman2c.par	×ªÉú¿¨3	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
549	hlcb.par	ºÚÁú°¬	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
550	chcb.par	²Êºç°¬	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
551	hl_crab.par	¾ŞĞ·´µÅİÅİ	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
552	ilovedad.par	ilovedadÏîÁ´	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
553	10130025.par	ÉÌ³ÇµÀ¾ß	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
554	10110005.par	ÉÌ³ÇÃ±×Ó	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
555	10110006.par	ÉÌ³ÇÒÂ·ş	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
556	10110007.par	ÉÌ³ÇĞ¬×Ó	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
557	10110008.par	ÉÌ³ÇÊÖÌ×	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
558	10100014.par	ÉÌ³Çµ¥ÊÖ½£	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
559	10100015.par	ÉÌ³ÇË«ÊÖ½£	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
560	10100016.par	ÉÌ³Ç¹­	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
561	10100017.par	ÉÌ³ÇÇ¹	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
562	10100018.par	ÉÌ³ÇÕÈ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
563	10130026.par	ÉÌ³Ç±¦Ïä	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
564	mct.par	Ê¥µ®ÑÌ»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
565	hny.par	ĞÂÄêÑÌ»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
566	sdlr.par	Ê¥µ®ÀÏÈËÑÌ»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
567	lulu.par	Ñ©ÇÁÑÌ»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
568	wazi.par	Íà×ÓÑÌ»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
569	xrsw.par	Ñ©ÈËËÀÍö	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
570	sds.par	Ê¥µ®Ê÷·¢¹â	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
571	xsds.par	Ğ¡Ê¥µ®Ê÷·¢¹â	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
572	fyyf.par	85BB·âÓ¡Ó¡·ûÌØĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
573	hhyf.par	85BBº½º£Ó¡·ûÌØĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
574	jjyf.par	85BB¾Ş½£Ó¡·ûÌØĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
575	lryf.par	85BBÁÔÈËÓ¡·ûÌØĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
576	sjyf.par	85BBË«½£Ó¡·ûÌØĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
577	szyf.par	85BBÊ¥Ö°Ó¡·ûÌØĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
578	xzdll.par	ĞÄÖĞµÄÁ¦Á¿	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
579	huota.par	Ê¥»ğÌ¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
580	huoju.par	»ğ¾æ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
581	anwing4.par	±¯šgëxºÏÖ®Òí(Ìì	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
582	anwing5.par	I_Love_HKÖ®Òí(Ñ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
583	lianhua.par	95bbÌ×Á¬»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
